,ATM,Total,OK,criticidad
4825,4858,965920.0,OK,
4826,6241,1072780.0,OK,
4827,6242,1025520.0,OK,
4828,7053,1095100.0,OK,
4829,8732,757600.0,OK,
4830,B201,976900.0,OK,
4831,B202,797600.0,OK,
4832,E250,534360.0,OK,
4833,C938,1078200.0,OK,
4834,C939,1120700.0,OK,
4835,C940,1813400.0,OK,
4836,5945,770480.0,OK,
4837,E502,522400.0,OK,
4838,E503,1072120.0,OK,
4839,B203,203000.0,Fail,
4840,B205,276600.0,Fail,
4841,3156,717660.0,OK,
4842,E251,1043500.0,OK,
4843,1452,1869300.0,OK,
4844,1463,1743600.0,OK,
4845,A015,810120.0,OK,
4846,A031,435380.0,Fail,
4847,C941,970100.0,OK,
4848,C942,1093100.0,OK,
4849,E504,739280.0,OK,
4850,1289,801000.0,OK,
4851,1302,1433700.0,OK,
4852,1307,1422000.0,OK,
4853,3599,1403800.0,OK,
4854,4763,301440.0,Fail,
4855,4764,824720.0,OK,
4856,E608,498320.0,Fail,
4857,1940,1133100.0,OK,
4858,1962,1276300.0,OK,
4859,1964,1337900.0,OK,
4860,3766,1281900.0,OK,
4861,6577,679780.0,OK,
4862,6646,755800.0,OK,
4863,B693,419900.0,Fail,
4864,B694,1616300.0,OK,
4865,6474,667860.0,OK,
4866,D862,1011620.0,OK,
4867,A738,660400.0,OK,
4868,D313,1192700.0,OK,
4869,A432,1184700.0,OK,
4870,A434,1250000.0,OK,
4871,A433,1370100.0,OK,
4872,D160,682100.0,OK,
4873,D161,435500.0,Fail,
4874,0067,1199700.0,OK,
4875,5586,626600.0,OK,
4876,6025,997120.0,OK,
4877,6035,438880.0,Fail,
4878,C295,146300.0,Fail,
4879,3777,416700.0,Fail,
4880,B971,1422000.0,OK,
4881,B972,1575700.0,OK,
4882,D663,381940.0,Fail,
4883,D664,376220.0,Fail,
4884,0690,506600.0,Fail,
4885,3894,639350.0,OK,
4886,3895,633300.0,OK,
4887,2768,905720.0,OK,
4888,3921,469700.0,Fail,
4889,3922,656200.0,OK,
4890,B730,586900.0,OK,
4891,2382,1008700.0,OK,
4892,B716,600550.0,OK,
4893,B717,1106200.0,OK,
4894,2437,620800.0,OK,
4895,2501,469620.0,Fail,
4896,D840,806320.0,OK,
4897,A740,1421150.0,OK,
4898,A741,1477400.0,OK,
4899,A742,1604100.0,OK,
4900,A743,1380800.0,OK,
4901,9162,657620.0,OK,
4902,D314,676120.0,OK,
4903,D315,399360.0,Fail,
4904,D316,602240.0,OK,
4905,1281,1436000.0,OK,
4906,1293,1369700.0,OK,
4907,1358,827640.0,OK,
4908,1365,662100.0,OK,
4909,2474,1934100.0,OK,
4910,B206,918800.0,OK,
4911,B207,1110800.0,OK,
4912,B209,934500.0,OK,
4913,2747,981800.0,OK,
4914,D232,608620.0,OK,
4915,D463,721320.0,OK,
4916,D464,693440.0,OK,
4917,9228,1075800.0,OK,
4918,9232,1476700.0,OK,
4919,9244,760700.0,OK,
4920,7625,913420.0,OK,
4921,7681,650720.0,OK,
4922,C781,558800.0,OK,
4923,0960,976100.0,OK,
4924,0964,2136400.0,OK,
4925,2664,762400.0,OK,
4926,7718,390460.0,OK,
4927,B720,419180.0,OK,
4928,E734,380400.0,OK,
4929,E735,834380.0,OK,
4930,7017,1423000.0,OK,
4931,8585,443950.0,OK,
4932,0205,573720.0,OK,
4933,B741,466900.0,Fail,
4934,B742,258600.0,Fail,
4935,B743,535000.0,Fail,
4936,5403,613480.0,OK,
4937,D873,856680.0,OK,
4938,D874,781120.0,OK,
4939,A003,1418500.0,OK,
4940,A006,1348700.0,OK,
4941,8603,881880.0,OK,
4942,D000,737140.0,OK,
4943,D004,979860.0,OK,
4944,8885,1027900.0,OK,
4945,8893,1159660.0,OK,
4946,8895,1228300.0,OK,
4947,E939,755960.0,OK,
4948,0077,1000700.0,OK,
4949,6036,702220.0,OK,
4950,B640,748280.0,OK,
4951,2428,830300.0,OK,
4952,2506,1187640.0,OK,
4953,2507,1099420.0,OK,
4954,C373,959380.0,OK,
4955,E909,1255000.0,OK,
4956,0734,1560300.0,OK,
4957,0831,1379700.0,OK,
4958,7785,502460.0,OK,
4959,7789,416060.0,OK,
4960,7801,453300.0,OK,
4961,C443,1121340.0,OK,
4962,A340,647500.0,OK,
4963,A341,432000.0,Fail,
4964,2784,819460.0,OK,
4965,D068,978900.0,OK,
4966,D069,853660.0,OK,
4967,0617,913100.0,OK,
4968,9096,772500.0,OK,
4969,1303,719300.0,OK,
4970,B974,956700.0,OK,
4971,B975,1555600.0,OK,
4972,D665,341960.0,Fail,
4973,D666,1194160.0,OK,
4974,D791,553060.0,OK,
4975,D802,1082580.0,OK,
4976,1752,1234400.0,OK,
4977,1759,1598400.0,OK,
4978,7288,652720.0,OK,
4979,7293,440940.0,Fail,
4980,1992,779300.0,OK,
4981,2015,461200.0,Fail,
4982,B778,436200.0,Fail,
4983,B780,1028400.0,OK,
4984,7112,574240.0,OK,
4985,7763,517300.0,OK,
4986,D897,683280.0,OK,
4987,D898,652160.0,OK,
4988,1760,1499500.0,OK,
4989,1762,1476500.0,OK,
4990,7294,1326480.0,OK,
4991,7296,739980.0,OK,
4992,5186,1810900.0,OK,
4993,3402,573720.0,OK,
4994,4925,522560.0,OK,
4995,4928,216380.0,Fail,
4996,0746,1263400.0,OK,
4997,6680,664080.0,OK,
4998,6682,1216120.0,OK,
4999,1764,801000.0,Fail,
5000,7306,594520.0,OK,
5001,E848,555400.0,OK,
5002,A979,1466300.0,OK,
5003,A981,213400.0,Fail,
5004,A982,1423300.0,OK,
5005,A983,626500.0,OK,
5006,A984,456900.0,Fail,
5007,A985,417700.0,Fail,
5008,A986,1419500.0,OK,
5009,D395,508280.0,Fail,
5010,D396,749400.0,OK,
5011,D397,509140.0,Fail,
5012,D400,877620.0,OK,
5013,D401,800640.0,OK,
5014,5285,248800.0,Fail,
5015,5289,1407900.0,OK,
5016,5290,1727300.0,OK,
5017,4233,1268380.0,OK,
5018,4976,1159280.0,OK,
5019,8429,1283340.0,OK,
5020,8478,1151700.0,OK,
5021,8479,1053500.0,OK,
5022,8490,1535900.0,OK,
5023,6327,545180.0,OK,
5024,6328,811860.0,OK,
5025,7548,717820.0,OK,
5026,B634,1229700.0,OK,
5027,B635,1526800.0,OK,
5028,B636,2054600.0,OK,
5029,B637,1984500.0,OK,
5030,3635,535500.0,OK,
5031,D595,435400.0,Fail,
5032,D596,551600.0,OK,
5033,D598,461420.0,Fail,
5034,D846,627060.0,OK,
5035,E940,863400.0,OK,
5036,1858,862000.0,Fail,
5037,4977,1246180.0,OK,
5038,4978,629160.0,OK,
5039,7902,190220.0,Fail,
5040,5291,1404200.0,OK,
5041,5293,1234000.0,OK,
5042,4982,656740.0,OK,
5043,B775,633920.0,OK,
5044,0852,1756800.0,OK,
5045,0853,547100.0,Fail,
5046,C943,907800.0,OK,
5047,C944,1759800.0,OK,
5048,C945,1080500.0,OK,
5049,5519,543100.0,OK,
5050,B147,808640.0,OK,
5051,B158,635460.0,OK,
5052,D969,872580.0,OK,
5053,D970,648520.0,OK,
5054,B606,1202800.0,OK,
5055,0721,467840.0,OK,
5056,4807,979220.0,OK,
5057,D957,1152980.0,OK,
5058,E197,1290460.0,OK,
5059,C444,1508300.0,OK,
5060,C445,1011300.0,OK,
5061,C446,1959300.0,OK,
5062,2443,489720.0,Fail,
5063,A926,691700.0,OK,
5064,E174,649740.0,OK,
5065,E175,516000.0,OK,
5066,E176,1389900.0,OK,
5067,1766,1871600.0,OK,
5068,1772,1419600.0,OK,
5069,7313,413140.0,OK,
5070,7314,675180.0,OK,
5071,E985,600360.0,OK,
5072,1778,961000.0,OK,
5073,1787,1085700.0,OK,
5074,1789,1424600.0,OK,
5075,4987,209200.0,Fail,
5076,7315,381240.0,Fail,
5077,7316,535920.0,OK,
5078,2546,342100.0,Fail,
5079,4418,1505000.0,OK,
5080,4420,1474200.0,OK,
5081,1615,390820.0,Fail,
5082,2268,595100.0,OK,
5083,4830,565660.0,OK,
5084,C316,504860.0,OK,
5085,C946,1298800.0,OK,
5086,C947,1153000.0,OK,
5087,A872,770940.0,OK,
5088,E505,619900.0,OK,
5089,E506,862760.0,OK,
5090,1794,1114700.0,OK,
5091,1795,1356500.0,OK,
5092,7317,790880.0,OK,
5093,9135,1083880.0,OK,
5094,3267,1408000.0,OK,
5095,6528,509340.0,OK,
5096,6705,437540.0,Fail,
5097,A196,1425800.0,OK,
5098,A199,1211200.0,OK,
5099,8525,998960.0,OK,
5100,A239,663360.0,OK,
5101,A245,455300.0,Fail,
5102,C948,1135400.0,OK,
5103,C949,1269100.0,OK,
5104,E683,641020.0,OK,
5105,E874,235940.0,Fail,
5106,C952,1749400.0,OK,
5107,C953,1031800.0,OK,
5108,C954,1114000.0,OK,
5109,5719,437120.0,Fail,
5110,D702,667080.0,OK,
5111,C254,1403000.0,OK,
5112,C255,1732700.0,OK,
5113,5695,766500.0,OK,
5114,E055,541260.0,OK,
5115,0514,1935300.0,OK,
5116,0516,180800.0,Fail,
5117,5714,598160.0,OK,
5118,7192,789240.0,OK,
5119,2075,1138100.0,OK,
5120,2076,1694800.0,OK,
5121,2086,2020000.0,OK,
5122,7591,564040.0,OK,
5123,7595,735460.0,OK,
5124,8491,1594300.0,OK,
5125,8497,1127000.0,OK,
5126,5600,731740.0,OK,
5127,6329,1355340.0,OK,
5128,6330,1206680.0,OK,
5129,C618,819940.0,OK,
5130,3720,1399800.0,OK,
5131,3722,2129800.0,OK,
5132,4407,1623500.0,OK,
5133,3810,1318580.0,OK,
5134,3834,1284540.0,OK,
5135,C256,1538500.0,OK,
5136,C257,1225500.0,OK,
5137,5685,509140.0,OK,
5138,A125,308200.0,Fail,
5139,E056,411340.0,OK,
5140,2026,1003300.0,OK,
5141,2027,1989400.0,OK,
5142,6653,546800.0,OK,
5143,6664,912720.0,OK,
5144,6665,417400.0,OK,
5145,0757,1889200.0,OK,
5146,A294,1593400.0,OK,
5147,A295,1019900.0,OK,
5148,8659,369700.0,Fail,
5149,D043,663260.0,OK,
5150,E946,876660.0,OK,
5151,0508,1421500.0,OK,
5152,0524,855800.0,OK,
5153,0526,1348000.0,OK,
5154,0537,1195300.0,OK,
5155,0549,783450.0,OK,
5156,1172,447580.0,Fail,
5157,1199,725580.0,OK,
5158,1220,452100.0,Fail,
5159,3065,836760.0,OK,
5160,B858,729080.0,OK,
5161,0447,989300.0,OK,
5162,0655,1639000.0,OK,
5163,1088,1468500.0,OK,
5164,1258,763100.0,OK,
5165,1861,837800.0,OK,
5166,1895,1019950.0,OK,
5167,1922,614320.0,OK,
5168,2021,735100.0,OK,
5169,2022,671620.0,OK,
5170,3079,694900.0,OK,
5171,5889,668840.0,OK,
5172,2486,1247200.0,OK,
5173,2523,502000.0,Fail,
5174,2524,306300.0,Fail,
5175,C259,1299800.0,OK,
5176,C260,1110100.0,OK,
5177,C263,723900.0,OK,
5178,C264,1157900.0,OK,
5179,7928,604740.0,OK,
5180,8001,441260.0,Fail,
5181,9483,754020.0,OK,
5182,D820,379320.0,Fail,
5183,D821,728520.0,OK,
5184,E057,833780.0,OK,
5185,E058,517340.0,OK,
5186,2775,552600.0,Fail,
5187,3235,464800.0,Fail,
5188,3236,281600.0,Fail,
5189,3237,349300.0,Fail,
5190,3238,619100.0,OK,
5191,4613,1087400.0,OK,
5192,4950,833700.0,OK,
5193,2220,414400.0,Fail,
5194,2403,706300.0,OK,
5195,4576,397440.0,Fail,
5196,8550,585580.0,OK,
5197,8630,526780.0,OK,
5198,8257,1010600.0,OK,
5199,8258,1115300.0,OK,
5200,8259,1238200.0,OK,
5201,C471,913100.0,OK,
5202,8643,628180.0,OK,
5203,8645,680460.0,OK,
5204,8651,638320.0,OK,
5205,C509,674740.0,OK,
5206,B608,1682300.0,OK,
5207,B609,1495300.0,OK,
5208,B610,1288450.0,OK,
5209,8512,648120.0,OK,
5210,D958,740600.0,OK,
5211,D959,753200.0,OK,
5212,3322,1072400.0,OK,
5213,A215,1200100.0,OK,
5214,C265,1435500.0,OK,
5215,C266,973900.0,OK,
5216,C267,817700.0,OK,
5217,C268,926500.0,OK,
5218,C269,1280300.0,OK,
5219,E059,787640.0,OK,
5220,E060,500800.0,Fail,
5221,E061,764560.0,OK,
5222,E854,649100.0,OK,
5223,E944,1008700.0,OK,
5224,7849,334640.0,Fail,
5225,0660,1402800.0,OK,
5226,1142,264800.0,Fail,
5227,8863,824700.0,OK,
5228,D012,1010600.0,OK,
5229,1144,902200.0,OK,
5230,5940,1041900.0,OK,
5231,8907,1129500.0,OK,
5232,0204,1264760.0,OK,
5233,2738,440600.0,OK,
5234,2785,332080.0,Fail,
5235,3007,306860.0,Fail,
5236,8644,296680.0,Fail,
5237,7177,1716100.0,OK,
5238,5347,157940.0,Fail,
5239,0352,881700.0,OK,
5240,1597,797200.0,OK,
5241,8627,1116000.0,OK,
5242,9928,1048000.0,OK,
5243,0461,326640.0,Fail,
5244,3044,735780.0,OK,
5245,4516,710920.0,OK,
5246,4757,503400.0,Fail,
5247,7943,567100.0,OK,
5248,2517,1096200.0,OK,
5249,2519,1019100.0,OK,
5250,2521,982500.0,OK,
5251,2684,963800.0,OK,
5252,2538,1050820.0,OK,
5253,2539,685960.0,OK,
5254,2542,518720.0,OK,
5255,A855,637760.0,OK,
5256,8252,948000.0,OK,
5257,A365,94100.0,Fail,C
5258,A366,1146300.0,OK,
5259,A367,218500.0,Fail,
5260,A368,556400.0,OK,
5261,D082,619780.0,OK,
5262,D083,750560.0,OK,
5263,D084,615040.0,OK,
5264,D085,589880.0,OK,
5265,E253,997620.0,OK,
5266,2505,494500.0,Fail,
5267,2511,647900.0,OK,
5268,2516,549060.0,OK,
5269,A249,826720.0,OK,
5270,1153,818100.0,OK,
5271,1435,1877500.0,OK,
5272,7392,1184960.0,OK,
5273,7403,1226880.0,OK,
5274,D772,877880.0,OK,
5275,D827,226540.0,Fail,
5276,E812,878500.0,OK,
5277,1154,858300.0,OK,
5278,1886,498800.0,Fail,
5279,7164,642800.0,OK,
5280,1155,401700.0,Fail,
5281,7165,515040.0,OK,
5282,7650,713480.0,OK,
5283,9785,771300.0,OK,
5284,9792,672960.0,OK,
5285,0429,1385900.0,OK,
5286,3620,848050.0,OK,
5287,3621,1476900.0,OK,
5288,3473,591420.0,OK,
5289,3474,651680.0,OK,
5290,C261,654920.0,OK,
5291,1042,1266800.0,OK,
5292,1271,1616300.0,OK,
5293,1513,1420700.0,OK,
5294,1647,532400.0,OK,
5295,1673,1097900.0,OK,
5296,3351,809460.0,OK,
5297,4126,619640.0,OK,
5298,E797,1475900.0,OK,
5299,A744,1122200.0,OK,
5300,A745,1755200.0,OK,
5301,5505,329900.0,Fail,
5302,D317,922920.0,OK,
5303,D318,478840.0,OK,
5304,0374,1655600.0,OK,
5305,0375,1798100.0,OK,
5306,0878,1345460.0,OK,
5307,E597,1185540.0,OK,
5308,2888,1934100.0,OK,
5309,4459,1987000.0,OK,
5310,4595,1460500.0,OK,
5311,4633,1372900.0,OK,
5312,2971,660800.0,OK,
5313,D123,720840.0,OK,
5314,D124,260200.0,Fail,
5315,D125,567160.0,OK,
5316,D865,324820.0,Fail,
5317,C270,1409700.0,OK,
5318,C271,1359700.0,OK,
5319,C272,1461600.0,OK,
5320,E062,1036080.0,OK,
5321,E063,973340.0,OK,
5322,C660,1630700.0,OK,
5323,8808,367620.0,Fail,
5324,E342,1023100.0,OK,
5325,E343,462080.0,Fail,
5326,1793,224900.0,Fail,
5327,1857,379600.0,Fail,
5328,C955,1652900.0,OK,
5329,3220,874740.0,OK,
5330,9833,1061620.0,OK,
5331,D065,641340.0,OK,
5332,E685,647360.0,OK,
5333,1796,0.0,Fail,C
5334,1819,1382100.0,OK,
5335,3526,300640.0,Fail,
5336,7320,528780.0,OK,
5337,8114,1355400.0,OK,
5338,8803,1409900.0,OK,
5339,4017,634740.0,OK,
5340,6063,439180.0,Fail,
5341,C300,701920.0,OK,
5342,1843,767100.0,OK,
5343,1860,461900.0,Fail,
5344,7322,507740.0,Fail,
5345,7510,443040.0,Fail,
5346,C958,940700.0,OK,
5347,D583,1051240.0,OK,
5348,E962,452240.0,OK,
5349,1862,1320000.0,OK,
5350,7331,967060.0,OK,
5351,C155,727860.0,OK,
5352,3337,1019500.0,OK,
5353,3415,1400600.0,OK,
5354,3416,1449000.0,OK,
5355,3453,602120.0,OK,
5356,3567,541560.0,OK,
5357,0886,1412300.0,OK,
5358,5720,1050100.0,OK,
5359,4548,1277500.0,OK,
5360,5497,403680.0,OK,
5361,9906,1291360.0,OK,
5362,E064,827580.0,OK,
5363,E065,927720.0,OK,
5364,C277,1569900.0,OK,
5365,C278,1313700.0,OK,
5366,C279,1408000.0,OK,
5367,C280,1791700.0,OK,
5368,C281,1910400.0,OK,
5369,2993,321900.0,Fail,
5370,4231,1001140.0,OK,
5371,D795,418000.0,OK,
5372,E066,794760.0,OK,
5373,E067,807040.0,OK,
5374,C959,1444200.0,OK,
5375,C960,1475100.0,OK,
5376,4602,814360.0,OK,
5377,D593,933740.0,OK,
5378,C962,1484100.0,OK,
5379,8756,467440.0,OK,
5380,D594,805840.0,OK,
5381,D597,846880.0,OK,
5382,1868,1279900.0,OK,
5383,1869,1360400.0,OK,
5384,1874,1218300.0,OK,
5385,2691,1066200.0,OK,
5386,5500,601560.0,OK,
5387,7332,686320.0,OK,
5388,7334,813260.0,OK,
5389,7340,548940.0,OK,
5390,B535,709300.0,OK,
5391,B536,201300.0,Fail,
5392,B537,1656900.0,OK,
5393,D423,650980.0,OK,
5394,D484,770480.0,OK,
5395,D487,906320.0,OK,
5396,0426,561360.0,OK,
5397,0597,885700.0,OK,
5398,3145,531220.0,OK,
5399,6094,559500.0,OK,
5400,C451,1105800.0,OK,
5401,C452,767600.0,OK,
5402,C453,1448300.0,OK,
5403,C764,885500.0,OK,
5404,C765,1635800.0,OK,
5405,5573,1083700.0,OK,
5406,B856,500920.0,Fail,
5407,D799,325240.0,Fail,
5408,E178,321920.0,Fail,
5409,E179,1183540.0,OK,
5410,2864,1577300.0,OK,
5411,2904,1489000.0,OK,
5412,6331,1137900.0,OK,
5413,E999,1047100.0,OK,
5414,1514,471700.0,Fail,
5415,B214,1127700.0,OK,
5416,B215,1283400.0,OK,
5417,4955,491140.0,Fail,
5418,A620,586100.0,OK,
5419,D465,630340.0,OK,
5420,D466,754940.0,OK,
5421,4460,1357400.0,OK,
5422,4461,1503800.0,OK,
5423,4861,639240.0,OK,
5424,4864,513720.0,OK,
5425,C661,578000.0,Fail,
5426,C662,1400.0,Fail,C
5427,C663,0.0,Fail,C
5428,C664,7000.0,Fail,C
5429,C665,1607100.0,OK,
5430,C666,1558400.0,OK,
5431,C648,1131900.0,OK,
5432,E344,623480.0,OK,
5433,E345,852960.0,OK,
5434,E346,750940.0,OK,
5435,E822,855340.0,OK,
5436,B217,1846900.0,OK,
5437,B218,1942500.0,OK,
5438,B219,805600.0,OK,
5439,B220,741100.0,OK,
5440,B221,906800.0,OK,
5441,B222,905100.0,OK,
5442,3403,714000.0,OK,
5443,B837,577600.0,OK,
5444,D467,753240.0,OK,
5445,D468,870480.0,OK,
5446,D469,463980.0,Fail,
5447,D781,837420.0,OK,
5448,0599,1609500.0,OK,
5449,9768,1790300.0,OK,
5450,9772,1833000.0,OK,
5451,9773,829280.0,OK,
5452,9774,827820.0,OK,
5453,C667,1279400.0,OK,
5454,C668,1031200.0,OK,
5455,2576,369180.0,Fail,
5456,4603,546940.0,OK,
5457,E347,509160.0,Fail,
5458,E348,585580.0,OK,
5459,1342,862100.0,OK,
5460,1347,1316000.0,OK,
5461,1454,1220300.0,OK,
5462,0738,535580.0,OK,
5463,7200,655440.0,OK,
5464,7201,967260.0,OK,
5465,A218,1251800.0,OK,
5466,B224,1518200.0,OK,
5467,B225,1527500.0,OK,
5468,B226,1607000.0,OK,
5469,D133,963120.0,OK,
5470,E254,541380.0,OK,
5471,E255,605420.0,OK,
5472,E256,764240.0,OK,
5473,1383,1592900.0,OK,
5474,1547,1693000.0,OK,
5475,2730,1080200.0,OK,
5476,6217,491440.0,Fail,
5477,6218,815340.0,OK,
5478,A039,853340.0,OK,
5479,4123,160300.0,Fail,
5480,4127,1200200.0,OK,
5481,7684,419560.0,Fail,
5482,7685,249420.0,Fail,
5483,3879,1673400.0,OK,
5484,3880,693500.0,OK,
5485,3881,695300.0,OK,
5486,5446,275520.0,Fail,
5487,6876,1030540.0,OK,
5488,6878,867240.0,OK,
5489,C527,941200.0,OK,
5490,B825,897500.0,OK,
5491,B826,949400.0,OK,
5492,B827,795800.0,OK,
5493,3378,897020.0,OK,
5494,5073,710540.0,OK,
5495,D924,1042000.0,OK,
5496,D925,1036580.0,OK,
5497,D926,792280.0,OK,
5498,D927,434780.0,Fail,
5499,D928,861300.0,OK,
5500,C669,1443600.0,OK,
5501,C670,1347800.0,OK,
5502,C671,1572700.0,OK,
5503,4451,592660.0,OK,
5504,E349,304120.0,Fail,
5505,E350,1134040.0,OK,
5506,E351,392500.0,Fail,
5507,C963,1468100.0,OK,
5508,C964,728200.0,OK,
5509,C965,1034100.0,OK,
5510,3855,512940.0,OK,
5511,D603,1346720.0,OK,
5512,E691,704180.0,OK,
5513,E692,712260.0,OK,
5514,0386,1500600.0,OK,
5515,3859,1186260.0,OK,
5516,E600,1091900.0,OK,
5517,B229,1382700.0,OK,
5518,B230,746800.0,OK,
5519,D470,768560.0,OK,
5520,D471,593900.0,OK,
5521,C672,847600.0,OK,
5522,D158,395240.0,Fail,
5523,E352,895200.0,OK,
5524,0931,1964600.0,OK,
5525,5296,2307100.0,OK,
5526,6361,1390000.0,OK,
5527,6954,993900.0,OK,
5528,3665,388180.0,OK,
5529,9896,729480.0,OK,
5530,D210,1137680.0,OK,
5531,D669,1123140.0,OK,
5532,E681,390060.0,OK,
5533,1880,1906800.0,OK,
5534,1892,1827900.0,OK,
5535,2692,1535500.0,OK,
5536,5534,632160.0,OK,
5537,7355,811660.0,OK,
5538,B232,1771400.0,OK,
5539,B233,2089000.0,OK,
5540,B234,1869700.0,OK,
5541,B235,714500.0,OK,
5542,B236,768500.0,OK,
5543,B237,519450.0,OK,
5544,D472,535420.0,OK,
5545,D473,569880.0,OK,
5546,D474,510120.0,OK,
5547,1726,952300.0,OK,
5548,1727,1105300.0,OK,
5549,4626,565960.0,OK,
5550,B238,981800.0,OK,
5551,B239,903650.0,OK,
5552,B240,1529500.0,OK,
5553,B241,1316100.0,OK,
5554,B242,1212900.0,OK,
5555,B243,1368400.0,OK,
5556,B244,1208500.0,OK,
5557,D476,568400.0,OK,
5558,D477,408320.0,Fail,
5559,D478,620800.0,OK,
5560,D479,528960.0,OK,
5561,1821,1735500.0,OK,
5562,1856,913500.0,OK,
5563,4971,631060.0,OK,
5564,4744,1923200.0,OK,
5565,4745,533400.0,Fail,
5566,5946,869120.0,OK,
5567,6093,699060.0,OK,
5568,0081,2110200.0,OK,
5569,5583,900360.0,OK,
5570,6037,724260.0,OK,
5571,0193,572600.0,OK,
5572,4257,649200.0,OK,
5573,4258,1696400.0,OK,
5574,4776,288400.0,Fail,
5575,2609,853620.0,OK,
5576,2983,595680.0,OK,
5577,6095,776520.0,OK,
5578,7457,480480.0,Fail,
5579,9699,421160.0,Fail,
5580,8074,2016300.0,OK,
5581,8116,2057400.0,OK,
5582,8118,421100.0,Fail,
5583,8120,633200.0,OK,
5584,6064,663800.0,OK,
5585,6065,933860.0,OK,
5586,6066,731020.0,OK,
5587,6986,801880.0,OK,
5588,9828,730280.0,OK,
5589,8503,1766500.0,OK,
5590,5568,1360820.0,OK,
5591,6335,1259820.0,OK,
5592,B914,1368680.0,OK,
5593,0782,1511200.0,OK,
5594,0787,1531500.0,OK,
5595,0788,1754400.0,OK,
5596,0917,328960.0,Fail,
5597,4574,532080.0,OK,
5598,4575,302520.0,Fail,
5599,A153,447000.0,OK,
5600,B246,1604800.0,OK,
5601,B247,374900.0,Fail,
5602,D480,805040.0,OK,
5603,D481,881900.0,OK,
5604,D482,1064700.0,OK,
5605,0676,878000.0,OK,
5606,1363,1138350.0,OK,
5607,2056,626500.0,OK,
5608,2794,722380.0,OK,
5609,2910,1559500.0,OK,
5610,2916,1331400.0,OK,
5611,3845,1256040.0,OK,
5612,6337,1329580.0,OK,
5613,6338,725100.0,OK,
5614,B988,745620.0,OK,
5615,1897,1226800.0,OK,
5616,5730,805240.0,OK,
5617,7356,1275600.0,OK,
5618,7357,892140.0,OK,
5619,0968,1607200.0,OK,
5620,0971,1162200.0,OK,
5621,E736,886280.0,OK,
5622,A388,883800.0,OK,
5623,A389,1009500.0,OK,
5624,D092,882480.0,OK,
5625,5461,597600.0,OK,
5626,2531,114200.0,Fail,C
5627,C968,1366800.0,OK,
5628,C969,1498800.0,OK,
5629,3136,774380.0,OK,
5630,9916,905960.0,OK,
5631,E689,1163900.0,OK,
5632,C970,1569600.0,OK,
5633,C971,1610800.0,OK,
5634,7583,891420.0,OK,
5635,D668,1056380.0,OK,
5636,E507,474300.0,OK,
5637,7629,1873600.0,OK,
5638,7630,1910950.0,OK,
5639,8766,652840.0,OK,
5640,D211,1036600.0,OK,
5641,5493,1055450.0,OK,
5642,C972,1008300.0,OK,
5643,C973,1491700.0,OK,
5644,2900,995240.0,OK,
5645,C423,716120.0,OK,
5646,D674,723540.0,OK,
5647,E813,760740.0,OK,
5648,5478,735900.0,OK,
5649,0068,1886400.0,OK,
5650,0096,885100.0,OK,
5651,0107,1519900.0,OK,
5652,1593,1172740.0,OK,
5653,6667,1215320.0,OK,
5654,6668,1185940.0,OK,
5655,1310,1755800.0,OK,
5656,1312,1494100.0,OK,
5657,1313,1360600.0,OK,
5658,5113,1822100.0,OK,
5659,4766,783800.0,OK,
5660,4767,866040.0,OK,
5661,5105,916820.0,OK,
5662,8226,1363340.0,OK,
5663,5506,944300.0,OK,
5664,2485,795300.0,Fail,
5665,2497,1423300.0,OK,
5666,2550,672960.0,OK,
5667,2670,515580.0,OK,
5668,8508,1298600.0,OK,
5669,8518,1021900.0,OK,
5670,3223,646540.0,OK,
5671,6339,406000.0,Fail,
5672,6340,652980.0,OK,
5673,B645,302640.0,Fail,
5674,3690,804700.0,OK,
5675,3691,454300.0,Fail,
5676,0944,451400.0,Fail,
5677,2224,1736800.0,OK,
5678,2225,1397100.0,OK,
5679,2233,1617500.0,OK,
5680,5477,585000.0,OK,
5681,7682,579080.0,OK,
5682,7749,1234580.0,OK,
5683,7853,811060.0,OK,
5684,0020,555300.0,Fail,
5685,0027,763900.0,OK,
5686,5683,837300.0,OK,
5687,0164,824820.0,OK,
5688,0256,561500.0,OK,
5689,4129,599480.0,OK,
5690,B718,1566200.0,OK,
5691,B719,1560200.0,OK,
5692,5947,604080.0,OK,
5693,D841,840940.0,OK,
5694,C676,1840100.0,OK,
5695,A929,687980.0,OK,
5696,E353,359200.0,Fail,
5697,0434,2130900.0,OK,
5698,6935,506080.0,OK,
5699,6937,601200.0,OK,
5700,1902,256900.0,Fail,
5701,1906,459400.0,Fail,
5702,7361,753920.0,OK,
5703,7362,631940.0,OK,
5704,D659,921720.0,OK,
5705,E839,1107560.0,OK,
5706,2922,1363800.0,OK,
5707,2938,1435900.0,OK,
5708,3849,499420.0,Fail,
5709,6341,499980.0,Fail,
5710,6342,633140.0,OK,
5711,B994,538920.0,OK,
5712,1873,889100.0,OK,
5713,1875,1612800.0,OK,
5714,1890,1545400.0,OK,
5715,6027,670600.0,OK,
5716,6028,899480.0,OK,
5717,A956,413860.0,Fail,
5718,0396,1623100.0,OK,
5719,0399,1738600.0,OK,
5720,0402,1365100.0,OK,
5721,C516,901980.0,OK,
5722,E601,858400.0,OK,
5723,A990,1310800.0,OK,
